_corrupt_record,cast,country,date_added,description,director,duration,listed_in,rating,release_year,show_id,title,type
,"Thomas Mann, Nicola Peltz, Percy Hynes White, Kate Moyer, Carlyn Burchell, John Ralston, Christine Horne, Allison Hossack, Lucius Hoyos, Marcia Bennett","Canada, United States, Germany","June 1, 2020","A young man invents a device he hopes will generate wireless energy, but instead, it proves to spark sinister, supernatural activity in his home.",Anthony Scott Burns,90 min,"Horror Movies, Thrillers",PG-13,2018,s4694,Our House,Movie
,"Hilary Swank, Gerard Butler, Lisa Kudrow, Gina Gershon, James Marsters, Kathy Bates, Harry Connick Jr., Nellie McKay, Jeffrey Dean Morgan, Dean Winters",United States,"April 1, 2019","When she loses her beloved husband to a brain tumor, grieving widow Holly Kennedy learns that he left a series of letters behind to help her cope.",Richard LaGravenese,126 min,"Dramas, Romantic Movies",PG-13,2007,s4721,P.S. I Love You,Movie
,"Akshay Kumar, Sonam Kapoor, Radhika Apte, Jyoti Subhash, Urmila Mahanta, Suneel Sinha, Sanjay Singh, Rakesh Chaturvedi Om",India,"August 21, 2018","Despite public humiliation and resistance, an entrepreneur markets a hygienic, low-cost sanitary pad that even India's poorest women can afford.",R. Balki,130 min,"Dramas, International Movies, Romantic Movies",PG-13,2018,s4734,Pad Man,Movie
,"Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas, Ron Vawter, Robert Ridgely, Charles Napier, Lisa Summerour, Obba Babatundé",United States,"July 1, 2019",Philadelphia attorney Andrew Beckett launches a wrongful termination suit against his law firm when they fire him because he's gay and HIV-positive.,Jonathan Demme,126 min,"Classic Movies, Dramas, LGBTQ Movies",PG-13,1993,s4845,Philadelphia,Movie
,"Gerard Butler, Jessica Biel, Catherine Zeta-Jones, Dennis Quaid, Uma Thurman, Judy Greer, Noah Lomax, James Tupper, Abella Wyss, Grant Goodman",United States,"January 3, 2021","A washed-up, former soccer star attempts to rebuild his relationship with his son and ex-wife by coaching his son's soccer team.",Gabriele Muccino,106 min,"Comedies, Romantic Movies, Sports Movies",PG-13,2012,s4882,Playing for Keeps,Movie
,"Kathryn Prescott, Mitch Pileggi, Grace Zabriskie, Tyler Young, Samantha Logan, Javier Botet, Katie Stevens, Madelaine Petsch, Priscilla Quintana, Davi Santos, Keenan Tracey","United States, Norway, Canada","February 9, 2020",A teen's discovery of a vintage Polaroid camera develops into a darker tale when she finds that whoever takes their photo with it dies soon afterward.,Lars Klevberg,88 min,Horror Movies,PG-13,2019,s4903,Polaroid,Movie
,"Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez",United States,"September 1, 2019","A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",Wolfgang Petersen,98 min,"Action & Adventure, Dramas",PG-13,2006,s4916,Poseidon,Movie
,"Sunny Deol, Bobby Deol, Shreyas Talpade, Sonali Kulkarni, Tripti Dimri, Samiksha Bhatnagar, Lovely Singh, Purnima Varma",India,"November 27, 2017","Three men are stunned to find their faces on a poster promoting vasectomies, and must prove to their upset loved ones that they're innocent victims.",Shreyas Talpade,128 min,"Comedies, International Movies",PG-13,2017,s4921,Poster Boys,Movie
,"Michael Shannon, Judy Greer, Thomas Lennon, Ron Perlman, Christina Hendricks, Ian McShane",United States,"December 15, 2017","A man's drunken romp in a gorilla suit gets him mistaken for Bigfoot, drawing media attention and tourist dollars to his struggling small town.",Seth Henrikson,86 min,"Comedies, Independent Movies",PG-13,2017,s4923,Pottersville,Movie
,"Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis, Collins Pennie, Kelly Blatz, James Ransone, Brianne Davis, Kellan Lutz, Mary Mara, Ming-Na Wen, Johnathon Schaech, Idris Elba","United States, Canada","November 12, 2020","On prom night, a high school senior still struggling with her nightmare past tries to evade a killer bent on ending the party for her and her friends.",Nelson McCormick,88 min,Horror Movies,PG-13,2008,s4990,Prom Night,Movie
,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini, Gemma Arterton, Jeffrey Wright, David Harbour, Jesper Christensen, Anatole Taubman","United Kingdom, United States","August 31, 2020","Picking up an hour after the events of 2006's Casino Royale, this James Bond adventure finds 007 tracking a traitor who's infiltrated Britain's MI6.",Marc Forster,106 min,Action & Adventure,PG-13,2008,s5029,Quantum of Solace,Movie
,"Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins, Michael Gambon, Andrew Sachs, Sheridan Smith, David Ryall, Trevor Peacock, Gwyneth Jones",United Kingdom,"May 11, 2020",A trio of retired opera singers' annual celebration of Verdi's birthday sours when their estranged fourth member shows up but refuses to sing.,Dustin Hoffman,98 min,"Comedies, Dramas, Independent Movies",PG-13,2012,s5030,Quartet,Movie
,"Nicole Kidman, James Franco, Damian Lewis, Jay Abdo, Robert Pattinson, Jenny Agutter, David Calder, Christopher Fulford, Nick Waring, Holly Earl, Sophie Linfield","United States, Morocco","April 6, 2019","Driven beyond the bounds of convention, adventurer Gertrude Bell leaves turn-of-the-century Britain behind for the deserts of the Middle East.",Werner Herzog,128 min,Dramas,PG-13,2015,s5033,Queen of the Desert,Movie
,"Tom Selleck, Laura San Giacomo, Alan Rickman, Chris Haywood, Ron Haddrick, Tony Bonner, Jerome Ehlers, Ben Mendelsohn, Conor McDermottroe, Roger Ward","Australia, United States","December 1, 2020","After traveling to Australia for a job, a sharpshooting cowboy becomes a target himself when he refuses an immoral assignment from a corrupt landowner.",Simon Wincer,120 min,Action & Adventure,PG-13,1990,s5043,Quigley Down Under,Movie
,"Hugh Jackman, Dakota Goyo, Evangeline Lilly, Anthony Mackie, Kevin Durand, Hope Davis, James Rebhorn, Karl Yune, Olga Fonda, John Gatins","United States, India","September 24, 2020",A struggling fighter-turned-promoter reconnects with his estranged son to convert an old-generation robot into a mighty World Robot Boxing contender.,Shawn Levy,127 min,"Action & Adventure, Sci-Fi & Fantasy, Sports Movies",PG-13,2011,s5119,Real Steel,Movie
,"Lily James, Armie Hammer, Kristin Scott Thomas, Keeley Hawes, Ann Dowd, Sam Riley, Tom Goodman-Hill, Mark Lewis Jones, John Hollingworth, Bill Paterson",United Kingdom,"October 21, 2020","A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife.",Ben Wheatley,123 min,"Dramas, Romantic Movies, Thrillers",PG-13,2020,s5122,Rebecca,Movie
,"James Dean, Natalie Wood, Sal Mineo, Jim Backus, Ann Doran, Corey Allen, William Hopper, Rochelle Hudson, Dennis Hopper, Edward Platt",United States,"November 1, 2019","When Jim Stark arrives in a new town with his troubled past firmly in tow, he quickly falls for the girl next door and befriends the vulnerable Plato.",Nicholas Ray,111 min,"Classic Movies, Dramas",PG-13,1955,s5123,Rebel Without a Cause,Movie
,"Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen, Darren Dalton, Jennifer Grey, Brad Savage, Doug Toby, Ben Johnson, Harry Dean Stanton",United States,"December 31, 2019",A group of teenagers witnesses Soviet and Cuban paratroopers descending on their small Colorado town and systematically setting off World War III.,John Milius,114 min,"Action & Adventure, Cult Movies",PG-13,1984,s5135,Red Dawn,Movie
,"Robert Pattinson, Emilie de Ravin, Chris Cooper, Lena Olin, Pierce Brosnan, Tate Ellington, Ruby Jerins, Gregory Jbara, Meghan Markle",United States,"August 1, 2020","Tyler's still feeling lost following the tragedy that's strained his relationship with his father when he meets Ally, a girl who understands his pain.",Allen Coulter,112 min,"Dramas, Romantic Movies",PG-13,2010,s5159,Remember Me,Movie
,"Peter Dinklage, Julia Ormond, Martin Donovan, Anton Yelchin, Henry Ian Cusick, Evelyne Brochu, Matt Ellis, Colin Lawrence, Chad Krowchuk, Gracyn Shinyei","United Kingdom, United States, Canada","June 1, 2020","A psychologist is murdered after unveiling a breakthrough invention that extracts memories, spurring a fixated former patient to hunt for answers.",Mark Palansky,112 min,"Dramas, Sci-Fi & Fantasy",PG-13,2017,s5160,Rememory,Movie
,"",United Kingdom,"August 26, 2020","Elite athletes and insiders reflect on the Paralympic Games and examine how they impact a global understanding of disability, diversity and excellence.","",107 min,"Documentaries, International Movies, Sports Movies",PG-13,2020,s5222,Rising Phoenix,Movie
,"Tommy the Clown, Tight Eyez","United States, United Kingdom","October 1, 2020","This documentary explores \"krumping,\" a fast-paced urban dance, and follows the man that originated the phenomenon in South Central Los Angeles.",David LaChapelle,87 min,Documentaries,PG-13,2005,s5228,Rize,Movie
,"Sylvester Stallone, Talia Shire, Burt Young, Richard Gant, Tommy Morrison, Sage Stallone, Burgess Meredith, Tony Burton",United States,"August 1, 2019","Inspired by the memory of his trainer, a broke and seemingly careerless Rocky finds glory in training and takes on an up-and-coming boxer.",John G. Avildsen,104 min,"Dramas, Sports Movies",PG-13,1990,s5250,Rocky V,Movie
,"Jennifer Aniston, Kevin Costner, Shirley MacLaine, Mark Ruffalo, Richard Jenkins, Christopher McDonald, Steve Sandvoss, Mena Suvari, Mike Vogel","United States, Germany, Australia","August 1, 2019","When Sarah travels to California for her sister's wedding, she hears a rumor that her family was the real-life inspiration for \"The Graduate.\"",Rob Reiner,97 min,"Comedies, Romantic Movies",PG-13,2005,s5300,Rumor Has It,Movie
,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J, Josh Charles, Jeremy Renner, Brian Van Holt, Olivier Martinez, Reg E. Cathey, Larry Poindexter, Page Kennedy, Domenick Lombardozzi, James DuMont",United States,"January 1, 2021","A veteran cop is tasked with drafting and training a special weapons and tactics team, who soon find themselves up against an international criminal.",Clark Johnson,117 min,Action & Adventure,PG-13,2003,s5323,S.W.A.T.,Movie
,"Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight, Olivia Holt",United States,"August 17, 2018",A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.,Michael Carney,119 min,"Dramas, Faith & Spirituality",PG-13,2017,s5365,Same Kind of Different as Me,Movie
,"Taylor James, Billy Zane, Lindsay Wagner, Caitlin Leahy, Rutger Hauer, Jackson Rathbone, Brandon Auret, Frances Sholto-Douglas, Greg Kriek","South Africa, United States","December 14, 2018",The Biblical story of Samson becomes this sword-and-sandals epic about an Israelite warrior whose God-given brawn is undone by a beautiful temptress.,"Bruce MacDonald, Gabriel Sabloff",109 min,"Action & Adventure, Dramas, Faith & Spirituality",PG-13,2018,s5369,Samson,Movie
,"Aidan Quinn, Kristin Scott Thomas, Frédéric Pierrot, Michel Duchaussoy, Dominique Frot, Niels Arestrup, Mélusine Mayance, Gisèle Casadesus, Natasha Mashkevich",France,"September 21, 2019","Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him.",Gilles Paquet-Brenner,102 min,"Dramas, International Movies",PG-13,2010,s5391,Sarah's Key,Movie
,"Emma Thompson, Tom Hanks, Paul Giamatti, Jason Schwartzman, Colin Farrell, Bradley Whitford, Annie Buckley, Ruth Wilson, B.J. Novak, Rachel Griffiths, Kathy Baker, Melanie Paxson, Andy McPhee, Jerry Hauck, Mia Serafino, Michelle Arthur, Demetrius Grosse, Steven Cabral, David Ross Paterson, Ronan Vibert, Luke Baines, Dendrie Taylor, Laura Waddell, Paul Tassone","United States, United Kingdom, Australia","March 2, 2019","When Walt Disney sets his sights on obtaining the rights to the children's classic \"Mary Poppins,\" the book's author proves a tough nut to crack.",John Lee Hancock,126 min,"Comedies, Dramas",PG-13,2013,s5417,Saving Mr. Banks,Movie
,"Simon Rex, Ashley Tisdale, Charlie Sheen, Lindsay Lohan, Gracie Whitton, Ava Kolker, Erica Ash, Lidia Porto, Katrina Bowden, Terry Crews",United States,"August 12, 2020","Taking aim at not only the horror genre but also films like \"Black Swan\" and \"Inception,\" \"Scary Movie 5\" widens the franchise's scope of mockery.",Malcolm D. Lee,88 min,"Comedies, Horror Movies",PG-13,2013,s5430,Scary Movie 5,Movie
,"Zach McGowan, Pearl Thusi, Nathan Jones, Peter Mensah, Katy Louise Saunders, Mayling Ng, Howard Charles, Inge Beckmann",United States,"October 23, 2018",The Scorpion King joins forces with a Nubian princess in an all-or-nothing fight to stop a warlord from claiming the souls of the vanquished.,Don Michael Paul,102 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2018,s5440,Scorpion King 5: Book of Souls,Movie
,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Chris Evans, Anna Kendrick, Brie Larson, Alison Pill, Aubrey Plaza, Brandon Routh, Jason Schwartzman, Mark Webber, Mae Whitman, Johnny Simmons, Ellen Wong","United States, United Kingdom, Canada, Japan","September 16, 2018","Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love.",Edgar Wright,112 min,"Action & Adventure, Comedies, Cult Movies",PG-13,2010,s5441,Scott Pilgrim vs. the World,Movie
,Rodriguez,"Sweden, United Kingdom, Finland","December 1, 2019","Decades after Detroit singer-songwriter Rodriguez disappeared following the commercial failure of his albums, two fans try to track down their idol.",Malik Bendjelloul,86 min,"Documentaries, International Movies, Music & Musicals",PG-13,2012,s5451,Searching for Sugar Man,Movie
,"Nicolas Cage, Ron Perlman, Christopher Lee, Stephen Campbell Moore, Stephen Graham, Ulrich Thomsen, Claire Foy, Robert Sheehan, Kevin Rees, Andrew Hefler",United States,"April 26, 2019",A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague.,Dominic Sena,95 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2011,s5452,Season of the Witch,Movie
,"Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris, Michael Kelly, Joe Cole, Zoe Graham, Alfred Molina","United States, United Kingdom, Spain, South Korea","April 1, 2018","A former FBI investigator reopens the haunting 13-year-old murder case of his colleague, only to uncover shocking truths hidden since then.",Billy Ray,111 min,"Dramas, Thrillers",PG-13,2015,s5461,Secret in Their Eyes,Movie
,"Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley, Victor Garber, Derek Luke, Michelle Dockery, Melora Hardin, Brendan McCarthy, Sam Page",United States,"August 16, 2019","A dying tycoon has his consciousness transplanted into the body of a healthy young man, only to make a troubling discovery about the body's origin.",Tarsem Singh,117 min,"Sci-Fi & Fantasy, Thrillers",PG-13,2015,s5489,Selfless,Movie
,"Ayrton Senna, Alain Prost, Frank Williams","United Kingdom, France, United States","October 1, 2019","This fast-paced documentary profiles Ayrton Senna, one of the greatest drivers in the history of Formula One racing, and a hero in his native Brazil.",Asif Kapadia,106 min,"Documentaries, International Movies, Sports Movies",PG-13,2010,s5493,Senna,Movie
,"Adrien Brody, Salma Hayek, Shohreh Aghdashloo, Alon Aboutboul, Navid Navid, Ariana Molkara, Nasser Memarzia, Jamie Ward, Anthony Azizi, Liron Levo, Gabriella Wright",United States,"August 24, 2020","In post-revolution Tehran, a wealthy Jewish businessman is summarily jailed and tortured, but along with his wife, he fights for answers and freedom.",Wayne Blair,110 min,"Dramas, Thrillers",PG-13,2016,s5497,Septembers of Shiraz,Movie
,"Travis Tope, Haley Ramm, Jacinda Barrett, Gary Cole, Dylan Everett, Clark Backo, Vinson Tran, Paulino Nunes, Jeff Clarke",United States,"October 6, 2018",Two teenagers step into a secret closet and emerge in a terrifying alternate reality. They must find their way back before the door shuts forever.,Chris Eigeman,94 min,Horror Movies,PG-13,2018,s5515,Seven in Heaven,Movie
,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy, Barry Pepper, Elpidia Carrillo, Robinne Lee, Joe Nunez, Bill Smitrovich, Tim Kelleher, Gina Hecht, Andy Milder, Judyann Elder, Sarah Jane Morris",United States,"December 1, 2018","Weighed down by a dark secret, IRS agent Ben Thomas tries to improve the lives of seven strangers in need of a second chance.",Gabriele Muccino,123 min,"Dramas, Romantic Movies",PG-13,2008,s5516,Seven Pounds,Movie
,"Jeff Bridges, Ben Barnes, Julianne Moore, Alicia Vikander, Antje Traue, Olivia Williams, John DeSantis, Kit Harington, Djimon Hounsou, Gerard Plunkett, Jason Scott Lee","United States, United Kingdom, Canada, China","August 16, 2020","In the 18th century, apprentice exorcist Tom Ward is the lynchpin in a battle between good and evil when imprisoned witch Mother Malkin escapes.",Sergei Bodrov,102 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2014,s5520,Seventh Son,Movie
,"Sara Paxton, Dustin Milligan, Chris Carmack, Katharine McPhee, Donal Logue, Joshua Leonard, Sinqua Walls, Chris Zylka, Alyssa Diaz, Joel David Moore",United States,"November 2, 2019",A weekend of beach-house debauchery turns into a nightmare for a group of friends when they discover that the waters are infested with vicious sharks.,David R. Ellis,91 min,Horror Movies,PG-13,2011,s5544,Shark Night,Movie
,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong, Eddie Marsan, Robert Maillet, Geraldine James, Kelly Reilly, William Houston, James Fox, Hans Matheson","United States, Germany, United Kingdom, Australia","January 1, 2021",The game is afoot for an eccentric detective who must use his brains and brawn to track down a nefarious nemesis with the help of his partner.,Guy Ritchie,128 min,"Action & Adventure, Comedies",PG-13,2009,s5564,Sherlock Holmes,Movie
,"Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo, Loretta Devine, Giorgia Whigham, Alice Lee, Lea Thompson, Alan Ruck, Mary Pat Gleason, Chrissy Metz",United States,"September 7, 2018",A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.,Ian Samuels,106 min,"Comedies, Romantic Movies",PG-13,2018,s5601,Sierra Burgess Is A Loser,Movie
,"Julian Schaffner, John Cusack, Jeannine Wacker, Carmen Argenziano, Eileen Grubba, Pavlo Bubryak","Switzerland, United States","June 1, 2018","Nearly a century after artificial intelligence tried to eradicate people from Earth, two survivors search for a human enclave rumored to still exist.",Robert Kouba,92 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",PG-13,2017,s5633,Singularity,Movie
,"Jackie Chan, Johnny Knoxville, Fan Bingbing, Eric Tsang, Eve Torres, Winston Chao","China, Hong Kong, United States","July 4, 2019","To capture a crime lord who killed his partner and kidnapped his partner's daughter, a Hong Kong detective teams with a smart aleck American gambler.",Renny Harlin,107 min,"Action & Adventure, Comedies",PG-13,2016,s5652,Skiptrace,Movie
,"Eric Balfour, Scottie Thompson, Brittany Daniel, Crystal Reed, Neil Hopkins, David Zayas, Donald Faison, Robin Gammell, Tanya Newbould, J. Paul Boehmer",United States,"January 16, 2019","After a wild night of partying, Terry discovers that he's one of the few people left on Earth, then sets out to solve the mystery of what happened.","Colin Strause, Greg Strause",94 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2010,s5658,Skyline,Movie
,"Kirsten Dunst, Gregory Smith, Jay Mohr, Phil Hartman, Kevin Dunn, Denis Leary, Frank Langella, Tommy Lee Jones, Ernest Borgnine",United States,"June 1, 2019","When the Commando Elite, a group of toy action figures, are released before they've been tested, they attack the children playing with them.",Joe Dante,110 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,1998,s5674,Small Soldiers,Movie
,"Ian Hecox, Anthony Padilla, Jenna Marbles, Grace Helbig, Harley Morenstein, Jillian Nelson, Brittany Ross, Michael Ian Black, Steve Austin",United States,"September 22, 2015","To keep his teen crush from spotting him in an embarrassing YouTube video, Anthony and his friend Ian must enter the virtual world and alter the clip.",Alex Winter,83 min,Comedies,PG-13,2015,s5680,SMOSH: The Movie,Movie
,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Joonas Suotamo, Thandie Newton, Phoebe Waller-Bridge, Paul Bettany",United States,"January 9, 2019","A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend.",Ron Howard,135 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",PG-13,2018,s5699,Solo: A Star Wars Story,Movie
,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Joonas Suotamo, Thandie Newton, Phoebe Waller-Bridge, Paul Bettany",United States,"January 9, 2019","A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend.",Ron Howard,135 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",PG-13,2018,s5700,Solo: A Star Wars Story (Spanish Version),Movie
,"Jack Nicholson, Diane Keaton, Keanu Reeves, Frances McDormand, Amanda Peet, Jon Favreau, Paul Michael Glaser, Rachel Ticotin",United States,"August 1, 2019","Still sexy at 60, Harry Sanborn wines and dines women half his age. But a getaway with his girlfriend goes awry when her mother drops in unannounced.",Nancy Meyers,128 min,"Comedies, Romantic Movies",PG-13,2003,s5710,Something's Gotta Give,Movie
,"Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner, James Cromwell, Marcia Gay Harden, William Devane, Loren Dean, Courtney B. Vance, Rade Serbedzija, Barbara Babcock, Blair Brown",United States,"August 1, 2019",A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.,Clint Eastwood,130 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",PG-13,2000,s5733,Space Cowboys,Movie
,"Liam James, Sarah Steele, Austin McKenzie, Roger Bart, Janeane Garofalo, Wendi McLendon-Covey, Kal Penn, Kimberly Williams-Paisley, Skylar Astin, Edgar Arreola, Sarah Baker",United States,"July 6, 2017","Fed up with the hypocrisy of the adults around them, three creative high school misfits revive an old debate club as a way to fight back.",Dan Harris,96 min,"Comedies, Dramas, Independent Movies",PG-13,2017,s5748,Speech & Debate,Movie
,"Carson Meyer, Noah Centineo, Bianca Santos, Jackson White, Sean Russel Herman, Rosanna Arquette, Molly Ringwald, Pamela Anderson, Keanu Reeves, Goldie Hawn",United States,"October 30, 2017",The arrival of an enigmatic struggling musician in Malibu shakes the ground beneath the feet of a teenage girl and her surfer boyfriend.,Alex Israel,75 min,"Dramas, Romantic Movies, Sports Movies",PG-13,2017,s5752,SPF-18,Movie
,"Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church, Topher Grace, Bryce Dallas Howard, Rosemary Harris, J.K. Simmons, James Cromwell, Theresa Russell, Dylan Baker, Bill Nunn, Bruce Campbell, Elizabeth Banks",United States,"November 1, 2019",The seemingly invincible Spider-Man goes up against an all-new crop of villains in the third installment of the blockbuster adventure series.,Sam Raimi,139 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2007,s5754,Spider-Man 3,Movie
,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Andy Serkis, Lupita Nyong'o, Domhnall Gleeson, Anthony Daniels, Gwendoline Christie, Kelly Marie Tran, Laura Dern, Frank Oz, Benicio Del Toro, Warwick Davis, Noah Segan, Jimmy Vee, Joonas Suotamo, Joseph Gordon-Levitt, Tim Rose, Paul Kasey, Matthew Sharp, Adrian Edmondson, Amanda Lawrence, Justin Theroux",United States,"June 26, 2018","As the remnants of the Resistance flee Kylo Ren and the First Order, Rey seeks out Luke Skywalker – but he wants nothing more to do with the Force.",Rian Johnson,152 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",PG-13,2017,s5791,Star Wars: Episode VIII: The Last Jedi,Movie
,"Claire Danes, Michelle Pfeiffer, Robert De Niro, Charlie Cox, Sienna Miller, Ricky Gervais, Jason Flemyng, Rupert Everett, Peter O'Toole, Mark Strong, Kate Magowan, Ian McKellen","United Kingdom, United States","July 1, 2020","To win his true love's heart, wide-eyed Tristan Thorn journeys to a forbidden realm to retrieve a fallen star that has taken human form.",Matthew Vaughn,128 min,"Action & Adventure, International Movies, Romantic Movies",PG-13,2007,s5795,Stardust,Movie
,"Ben Stiller, Owen Wilson, Vince Vaughn, Juliette Lewis, Snoop Dogg, Fred Williamson, Jason Bateman, Amy Smart, Carmen Electra, George Cheung",United States,"July 1, 2019",New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.,Todd Phillips,101 min,"Action & Adventure, Comedies",PG-13,2004,s5799,Starsky & Hutch,Movie
,"Megalyn Echikunwoke, Eden Sher, Lyndon Smith, Gage Golightly, Matt McGorry, Marque Richardson, Alessandra Torresani, Naturi Naughton, Nia Jervier, Robert Curtis Brown",United States,"January 19, 2018","With her Harvard Law dreams on the line, a black sorority leader agrees to help a rhythmically challenged sisterhood win a step dance championship.",Charles Stone III,108 min,Comedies,PG-13,2018,s5812,Step Sisters,Movie
,"Kate Beckinsale, Jim Sturgess, David Thewlis, Brendan Gleeson, Ben Kingsley, Michael Caine, Jason Flemyng, Sophie Kennedy Clark, Sinéad Cusack, Edmund Kingsley",United States,"September 8, 2017","In 1899, a young doctor arrives at an asylum for an apprenticeship and becomes suspicious of his mentor's methods while falling for a female patient.",Brad Anderson,113 min,"Horror Movies, Thrillers",PG-13,2014,s5825,Stonehearst Asylum,Movie
,"Amy Ryan, Nick Robinson, Margaret Qualley, Greg Kinnear, Blythe Danner, Brian Cox, Connor Jessup",Canada,"August 30, 2020",A young woman rattles her former boyfriend’s family when she reveals she is pregnant with his child — despite his death five years ago.,Rowan Athale,96 min,"Dramas, Thrillers",PG-13,2019,s5832,Strange but True,Movie
,"Will Ferrell, Maggie Gyllenhaal, Dustin Hoffman, Queen Latifah, Emma Thompson, Kristin Chenoweth, Tony Hale, Tom Hulce, Linda Hunt","United States, United Kingdom","October 1, 2020","As a writer ponders how to kill off her main character, the man begins hearing her voice in his head and realizes that his days are numbered.",Marc Forster,113 min,"Comedies, Romantic Movies",PG-13,2006,s5836,Stranger than Fiction,Movie
,"Carey Mulligan, Helena Bonham Carter, Brendan Gleeson, Anne-Marie Duff, Ben Whishaw, Romola Garai, Meryl Streep, Finbar Lynch, Natalie Press, Samuel West, Geoff Bell, Amanda Lawrence, Shelley Longworth","United Kingdom, France","November 16, 2019","At the beginning of the 20th century, circumstances drive a young, idealistic suffragette to find radical approaches to fighting male oppression.",Sarah Gavron,107 min,"Dramas, International Movies",PG-13,2015,s5872,Suffragette,Movie
,"Bárbara Lennie, Susi Sánchez, Miguel Ángel Solá, Richard Bohringer",Spain,"June 15, 2018","Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location.",Ramón Salazar,113 min,"Dramas, Independent Movies, International Movies",PG-13,2017,s5883,Sunday's Illness,Movie
,"Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker Posey, Frank Langella, Sam Huntington, Eva Marie Saint, Marlon Brando, Kal Penn",United States,"October 1, 2019","When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world.",Bryan Singer,154 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2006,s5911,Superman Returns,Movie
,"Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams, Mark McKinney, Glynis Johns, Jason Blicker, Gerry Bamman, Emmy Laybourne, Jennifer Irwin, Tom Green",United States,"November 20, 2019",A socially awkward Catholic schoolgirl vows to win a dreamy classmate’s affections by taking first prize at an upcoming talent show.,Bruce McCulloch,82 min,Comedies,PG-13,1999,s5915,Superstar,Movie
,"Kiersey Clemons, Emory Cohen, Hanna Mangan Lawrence, Andrew Crawford, Benedict Samuel",United States,"December 25, 2019",A woman shipwrecked on a remote island discovers she’s not alone and begins a fight for survival against a deadly presence that emerges each night.,J.D. Dillard,83 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",PG-13,2019,s5941,Sweetheart,Movie
